Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_059186.1	3902400	3903285	LG5	minus	lysine-specific demethylase 4E-like	LOC116923902	116923902	protein-coding	XM_045174466.1	XP_045030401.1	222	
NC_059186.1	3920656	3921208	LG5	plus	uncharacterized LOC116922370	LOC116922370	116922370	lncRNA	XR_004393954.2			
NC_059186.1	3921303	3925095	LG5	minus	uncharacterized gene	LOC116923899	116923899	pseudogene				
NC_059186.1	3933362	3934264	LG5	minus	uncharacterized protein K02A2.6-like	LOC116923897	116923897	protein-coding	XM_032930454.2	XP_032786345.2	300	
NC_059186.1	3956399	3961767	LG5	minus	uncharacterized protein LOC116922331	LOC116922331	116922331	protein-coding	XM_032928721.2	XP_032784612.2	392	
NC_059186.1	3969077	3970146	LG5	minus	uncharacterized gene	LOC116922358	116922358	pseudogene				
NC_059186.1	3970473	3971859	LG5	plus	uncharacterized protein LOC123472249	LOC123472249	123472249	protein-coding	XM_045173518.1	XP_045029453.1	234	
NC_059186.1	3972503	3975139	LG5	plus	uncharacterized gene	LOC116923896	116923896	pseudogene				
NC_059186.1	3976635	3977074	LG5	plus	uncharacterized LOC116922400	LOC116922400	116922400	lncRNA	XR_006647032.1			
NC_059186.1	3980533	3982839	LG5	minus	uncharacterized protein LOC123472605	LOC123472605	123472605	protein-coding	XM_045174467.1	XP_045030402.1	531	
NC_059186.1	3984252	3985151	LG5	minus	uncharacterized gene	LOC116934691	116934691	pseudogene				
NC_059186.1	3985565	3986205	LG5	plus	uncharacterized LOC123472203	LOC123472203	123472203	lncRNA	XR_006646544.1			
NC_059186.1	3990186	3991707	LG5	plus	uncharacterized protein LOC123472607	LOC123472607	123472607	protein-coding	XM_045174468.1	XP_045030403.1	391	
NC_059186.1	3995317	3995870	LG5	plus	uncharacterized LOC116919904	LOC116919904	116919904	lncRNA	XR_004392079.2			
NC_059186.1	3995987	3998423	LG5	plus	uncharacterized protein LOC116923161 isoform X1	LOC116923161	116923161	protein-coding	XM_045173459.1	XP_045029394.1	284	
NC_059186.1	4000076	4000884	LG5	minus	uncharacterized protein LOC116935623	LOC116935623	116935623	protein-coding	XM_032942899.2	XP_032798790.2	242	
NC_059186.1	4001927	4005020	LG5	minus	uncharacterized protein LOC116935626	LOC116935626	116935626	protein-coding	XM_032942900.2	XP_032798791.2	670	
NC_059186.1	4005361	4006042	LG5	minus	uncharacterized LOC123472241	LOC123472241	123472241	lncRNA	XR_006646588.1			
NC_059186.1	4021259	4024817	LG5	minus	uncharacterized protein LOC116918404	LOC116918404	116918404	protein-coding	XM_045173449.1	XP_045029384.1	248	
NC_059186.1	4029098	4032367	LG5	minus	uncharacterized protein LOC123472348	LOC123472348	123472348	protein-coding	XM_045173742.1	XP_045029677.1	871	
NC_059186.1	4040319	4043221	LG5	plus	LOW QUALITY PROTEIN: uncharacterized protein LOC123472264	LOC123472264	123472264	protein-coding	XM_045173551.1	XP_045029486.1	734	
NC_059186.1	4043548	4044424	LG5	minus	uncharacterized protein LOC123472265	LOC123472265	123472265	protein-coding	XM_045173552.1	XP_045029487.1	203	
NC_059186.1	4044437	4045851	LG5	minus	uncharacterized protein LOC116935147	LOC116935147	116935147	protein-coding	XM_045174469.1	XP_045030404.1	352	
NC_059186.1	4045864	4047647	LG5	plus	uncharacterized protein LOC116935148	LOC116935148	116935148	protein-coding	XM_045174470.1	XP_045030405.1	482	
NC_059186.1	4051612	4052554	LG5	minus	uncharacterized gene	LOC123472608	123472608	pseudogene				
NC_059186.1	4055671	4056545	LG5	plus	uncharacterized protein LOC116935399	LOC116935399	116935399	protein-coding	XM_032942713.2	XP_032798604.1	165	
NC_059186.1	4060918	4061576	LG5	plus	uncharacterized LOC116930524	LOC116930524	116930524	lncRNA	XR_004398452.2			
NC_059186.1	4061843	4062750	LG5	plus	uncharacterized LOC123472223	LOC123472223	123472223	lncRNA	XR_006646565.1			
NC_059186.1	4065977	4066912	LG5	plus	39S ribosomal protein L52, mitochondrial	LOC116930522	116930522	protein-coding	XM_032937908.2	XP_032793799.1	131	
NC_059186.1	4067419	4069076	LG5	plus	uncharacterized LOC116930523, transcript variant X5	LOC116930523	116930523	lncRNA	XR_006646721.1			
NC_059186.1	4069707	4080708	LG5	plus	uncharacterized protein LOC116930519	LOC116930519	116930519	protein-coding	XM_032937905.2	XP_032793796.2	741	
NC_059186.1	4106990	4111439	LG5	plus	uncharacterized protein LOC116916582 isoform X1	LOC116916582	116916582	protein-coding	XM_032921842.2	XP_032777733.2	361	
NC_059186.1	4114980	4115512	LG5	plus	uncharacterized LOC123472274	LOC123472274	123472274	lncRNA	XR_006646628.1			
NC_059186.1	4124411	4126259	LG5	plus	uncharacterized LOC116916586, transcript variant X2	LOC116916586	116916586	lncRNA	XR_006646638.1			
NC_059186.1	4126815	4127862	LG5	plus	uncharacterized LOC116917624	LOC116917624	116917624	lncRNA	XR_006646641.1			
NC_059186.1	4127863	4131469	LG5	minus	uncharacterized LOC116916553	LOC116916553	116916553	misc_RNA	XR_006646640.1			
NC_059186.1	4138907	4141262	LG5	minus	uncharacterized protein LOC123472307	LOC123472307	123472307	protein-coding	XM_045173690.1	XP_045029625.1	270	
NC_059186.1	4141737	4143184	LG5	plus	uncharacterized LOC123472309	LOC123472309	123472309	lncRNA	XR_006646713.1			
NC_059186.1	4144614	4145084	LG5	plus	uncharacterized LOC123472308	LOC123472308	123472308	lncRNA	XR_006646712.1			
NC_059186.1	4181592	4191136	LG5	plus	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X1	LOC116923555	116923555	protein-coding	XM_045174073.1	XP_045030008.1	382	
NC_059186.1	4192099	4199029	LG5	minus	LOW QUALITY PROTEIN: ectopic P granules protein 5 homolog	LOC123466285	123466285	protein-coding	XM_045174078.1	XP_045030013.1	1889	
NC_059186.1	4198992	4202566	LG5	plus	uncharacterized LOC116935948, transcript variant X4	LOC116935948	116935948	lncRNA	XR_006646937.1			
NC_059186.1	4199357	4203331	LG5	minus	LOW QUALITY PROTEIN: DNA repair protein REV1-like	LOC123466302	123466302	protein-coding	XM_045174079.1	XP_045030014.1	1103	
NC_059186.1	4205728	4208362	LG5	plus	uncharacterized protein LOC123472493	LOC123472493	123472493	protein-coding	XM_045174080.1	XP_045030015.1	211	
NC_059186.1	4209325	4214302	LG5	minus	ectopic P granules protein 5 homolog	LOC123472495	123472495	protein-coding	XM_045174081.1	XP_045030016.1	734	
NC_059186.1	4219368	4244228	LG5	minus	LOW QUALITY PROTEIN: DNA repair protein REV1-like	LOC123472496	123472496	protein-coding	XM_045174084.1	XP_045030019.1	702	
NC_059186.1	4220495	4222135	LG5	minus	DNA repair protein REV1-like	LOC123472497	123472497	protein-coding	XM_045174086.1	XP_045030021.1	321	
NC_059186.1	4222362	4223404	LG5	plus	uncharacterized LOC123472499	LOC123472499	123472499	lncRNA	XR_006646943.1			
NC_059186.1	4237051	4239685	LG5	plus	uncharacterized protein LOC123472498	LOC123472498	123472498	protein-coding	XM_045174087.1	XP_045030022.1	211	
NC_059186.1	4245077	4248407	LG5	minus	uncharacterized gene	LOC116931619	116931619	pseudogene				
NC_059186.1	4250450	4253869	LG5	plus	LOW QUALITY PROTEIN: uncharacterized protein LOC116932419	LOC116932419	116932419	protein-coding	XM_045174471.1	XP_045030406.1	1139	
NC_059186.1	4255548	4258789	LG5	minus	uncharacterized protein LOC116932417	LOC116932417	116932417	protein-coding	XM_045174472.1	XP_045030407.1	371	
NC_059186.1	4274212	4275024	LG5	minus	uncharacterized LOC123472289	LOC123472289	123472289	lncRNA	XR_006646657.1			
NC_059186.1	4288051	4289268	LG5	minus	uncharacterized protein LOC123472609	LOC123472609	123472609	protein-coding	XM_045174473.1	XP_045030408.1	405	
NC_059186.1	4289619	4290647	LG5	minus	uncharacterized protein LOC116936662	LOC116936662	116936662	protein-coding	XM_032943876.2	XP_032799767.2	342	
NC_059186.1	4296064	4296571	LG5	minus	uncharacterized LOC116926929	LOC116926929	116926929	lncRNA	XR_004396399.2			
NC_059186.1	4301282	4303533	LG5	plus	uncharacterized protein PFB0145c-like isoform X1	LOC123472176	123472176	protein-coding	XM_045173339.1	XP_045029274.1	512	
NC_059186.1	4317057	4318464	LG5	minus	uncharacterized protein LOC116922714	LOC116922714	116922714	protein-coding	XM_032929100.2	XP_032784991.1	132	
NC_059186.1	4320885	4322435	LG5	minus	uncharacterized gene	LOC116923380	116923380	pseudogene				
NC_059186.1	4326059	4328864	LG5	minus	uncharacterized protein K02A2.6-like	LOC123472610	123472610	protein-coding	XM_045174474.1	XP_045030409.1	368	
NC_059186.1	4336436	4337780	LG5	minus	uncharacterized protein LOC123472222	LOC123472222	123472222	protein-coding	XM_045173457.1	XP_045029392.1	252	
NC_059186.1	4343453	4344204	LG5	minus	lysine-specific demethylase 4E-like	LOC116923381	116923381	protein-coding	XM_032929829.2	XP_032785720.1	166	
NC_059186.1	4351945	4355837	LG5	plus	uncharacterized gene	LOC116923382	116923382	pseudogene				
NC_059186.1	4357116	4357256	LG5	plus	U4 spliceosomal RNA	LOC123472924	123472924	snRNA	XR_006647386.1			
NC_059186.1	4357745	4357866	LG5	plus	U5 spliceosomal RNA	LOC123472958	123472958	snRNA	XR_006647419.1			
NC_059186.1	4359087	4359309	LG5	plus	small nucleolar RNA U3	LOC123472830	123472830	snoRNA	XR_006647294.1			
NC_059186.1	4359950	4360140	LG5	plus	U2 spliceosomal RNA	LOC123472758	123472758	snRNA	XR_006647238.1			
NC_059186.1	4360768	4360932	LG5	plus	U1 spliceosomal RNA	LOC123472726	123472726	snRNA	XR_006647207.1			
NC_059186.1	4361207	4361325	LG5	plus	5S ribosomal RNA	LOC123472920	123472920	rRNA	XR_006647383.1			
NC_059186.1	4361433	4361521	LG5	plus	tRNA-His	Trnah-gug	123473304	tRNA				
NC_059186.1	4361913	4362054	LG5	plus	U4 spliceosomal RNA	LOC123472898	123472898	snRNA	XR_006647361.1			
NC_059186.1	4362546	4362667	LG5	plus	U5 spliceosomal RNA	LOC123472959	123472959	snRNA	XR_006647420.1			
NC_059186.1	4363882	4364104	LG5	plus	small nucleolar RNA U3	LOC123472831	123472831	snoRNA	XR_006647295.1			
NC_059186.1	4364745	4364935	LG5	plus	U2 spliceosomal RNA	LOC123472762	123472762	snRNA	XR_006647242.1			
NC_059186.1	4365562	4365726	LG5	plus	U1 spliceosomal RNA	LOC123472727	123472727	snRNA	XR_006647208.1			
NC_059186.1	4366001	4366119	LG5	plus	5S ribosomal RNA	LOC123472930	123472930	rRNA	XR_006647391.1			
NC_059186.1	4366226	4366314	LG5	plus	tRNA-His	Trnah-gug	123473305	tRNA				
NC_059186.1	4366706	4366846	LG5	plus	U4 spliceosomal RNA	LOC123472913	123472913	snRNA	XR_006647376.1			
NC_059186.1	4367340	4367461	LG5	plus	U5 spliceosomal RNA	LOC123472960	123472960	snRNA	XR_006647421.1			
NC_059186.1	4368685	4368907	LG5	plus	small nucleolar RNA U3	LOC123472832	123472832	snoRNA	XR_006647296.1			
NC_059186.1	4369551	4369738	LG5	plus	U2 spliceosomal RNA	LOC123472769	123472769	snRNA	XR_006647249.1			
NC_059186.1	4370365	4370528	LG5	plus	U1 spliceosomal RNA	LOC123472697	123472697	snRNA	XR_006647178.1			
NC_059186.1	4370803	4370921	LG5	plus	5S ribosomal RNA	LOC123472941	123472941	rRNA	XR_006647402.1			
NC_059186.1	4371029	4371117	LG5	plus	tRNA-His	Trnah-gug	123473306	tRNA				
NC_059186.1	4371509	4371650	LG5	plus	U4 spliceosomal RNA	LOC123472900	123472900	snRNA	XR_006647363.1			
NC_059186.1	4372142	4372263	LG5	plus	U5 spliceosomal RNA	LOC123472961	123472961	snRNA	XR_006647422.1			
NC_059186.1	4373480	4373702	LG5	plus	small nucleolar RNA U3	LOC123472833	123472833	snoRNA	XR_006647297.1			
NC_059186.1	4374345	4374534	LG5	plus	U2 spliceosomal RNA	LOC123472764	123472764	snRNA	XR_006647244.1			
NC_059186.1	4375162	4375325	LG5	plus	U1 spliceosomal RNA	LOC123472698	123472698	snRNA	XR_006647179.1			
NC_059186.1	4375600	4375718	LG5	plus	5S ribosomal RNA	LOC123472952	123472952	rRNA	XR_006647413.1			
NC_059186.1	4375825	4375913	LG5	plus	tRNA-His	Trnah-gug	123473308	tRNA				
NC_059186.1	4376305	4376445	LG5	plus	U4 spliceosomal RNA	LOC123472914	123472914	snRNA	XR_006647377.1			
NC_059186.1	4376936	4377057	LG5	plus	U5 spliceosomal RNA	LOC123472962	123472962	snRNA	XR_006647423.1			
NC_059186.1	4378279	4378501	LG5	plus	small nucleolar RNA U3	LOC123472834	123472834	snoRNA	XR_006647298.1			
NC_059186.1	4379145	4379334	LG5	plus	U2 spliceosomal RNA	LOC123472766	123472766	snRNA	XR_006647246.1			
NC_059186.1	4379962	4380125	LG5	plus	U1 spliceosomal RNA	LOC123472699	123472699	snRNA	XR_006647180.1			
NC_059186.1	4380400	4380518	LG5	plus	5S ribosomal RNA	LOC123472963	123472963	rRNA	XR_006647424.1			
NC_059186.1	4380625	4380713	LG5	plus	tRNA-His	Trnah-gug	123473309	tRNA				
NC_059186.1	4381105	4381245	LG5	plus	U4 spliceosomal RNA	LOC123472915	123472915	snRNA	XR_006647378.1			
NC_059186.1	4381737	4381858	LG5	plus	U5 spliceosomal RNA	LOC123472964	123472964	snRNA	XR_006647425.1			
NC_059186.1	4383073	4383295	LG5	plus	small nucleolar RNA U3	LOC123472836	123472836	snoRNA	XR_006647300.1			
NC_059186.1	4383938	4384128	LG5	plus	U2 spliceosomal RNA	LOC123472757	123472757	snRNA	XR_006647237.1			
NC_059186.1	4384756	4384919	LG5	plus	U1 spliceosomal RNA	LOC123472700	123472700	snRNA	XR_006647181.1			
NC_059186.1	4385194	4385312	LG5	plus	5S ribosomal RNA	LOC123472975	123472975	rRNA	XR_006647436.1			
NC_059186.1	4385419	4385507	LG5	plus	tRNA-His	Trnah-gug	123473310	tRNA				
NC_059186.1	4385899	4386039	LG5	plus	U4 spliceosomal RNA	LOC123472916	123472916	snRNA	XR_006647379.1			
NC_059186.1	4386531	4386652	LG5	plus	U5 spliceosomal RNA	LOC123472965	123472965	snRNA	XR_006647426.1			
NC_059186.1	4387866	4388088	LG5	plus	small nucleolar RNA U3	LOC123472837	123472837	snoRNA	XR_006647301.1			
NC_059186.1	4388730	4388918	LG5	plus	U2 spliceosomal RNA	LOC123472768	123472768	snRNA	XR_006647248.1			
NC_059186.1	4389544	4389707	LG5	plus	U1 spliceosomal RNA	LOC123472701	123472701	snRNA	XR_006647182.1			
NC_059186.1	4389982	4390100	LG5	plus	5S ribosomal RNA	LOC123472983	123472983	rRNA	XR_006647446.1			
NC_059186.1	4390207	4390295	LG5	plus	tRNA-His	Trnah-gug	123473311	tRNA				
NC_059186.1	4390686	4390826	LG5	plus	U4 spliceosomal RNA	LOC123472917	123472917	snRNA	XR_006647380.1			
NC_059186.1	4391316	4391437	LG5	plus	U5 spliceosomal RNA	LOC123472966	123472966	snRNA	XR_006647427.1			
NC_059186.1	4392662	4392884	LG5	plus	small nucleolar RNA U3	LOC123472838	123472838	snoRNA	XR_006647302.1			
NC_059186.1	4393526	4393715	LG5	plus	U2 spliceosomal RNA	LOC123472767	123472767	snRNA	XR_006647247.1			
NC_059186.1	4394340	4394503	LG5	plus	U1 spliceosomal RNA	LOC123472702	123472702	snRNA	XR_006647183.1			
NC_059186.1	4394778	4394896	LG5	plus	5S ribosomal RNA	LOC123472986	123472986	rRNA	XR_006647450.1			
NC_059186.1	4395003	4395091	LG5	plus	tRNA-His	Trnah-gug	123473312	tRNA				
NC_059186.1	4395483	4395623	LG5	plus	U4 spliceosomal RNA	LOC123472918	123472918	snRNA	XR_006647381.1			
NC_059186.1	4396119	4396240	LG5	plus	U5 spliceosomal RNA	LOC123472968	123472968	snRNA	XR_006647428.1			
NC_059186.1	4397462	4397683	LG5	plus	small nucleolar RNA U3	LOC123472815	123472815	snoRNA	XR_006647279.1			
NC_059186.1	4398327	4398516	LG5	plus	U2 spliceosomal RNA	LOC123472765	123472765	snRNA	XR_006647245.1			
NC_059186.1	4399143	4399306	LG5	plus	U1 spliceosomal RNA	LOC123472703	123472703	snRNA	XR_006647184.1			
NC_059186.1	4399581	4399695	LG5	plus	uncharacterized gene	LOC123472678	123472678	pseudogene				
NC_059186.1	4399802	4399890	LG5	plus	tRNA-His	Trnah-gug	123473313	tRNA				
NC_059186.1	4400281	4400430	LG5	plus	uncharacterized gene	LOC123472922	123472922	pseudogene				
NC_059186.1	4400864	4401000	LG5	minus	uncharacterized gene	LOC123472734	123472734	pseudogene				
NC_059186.1	4401594	4401777	LG5	minus	U2 spliceosomal RNA	LOC123472770	123472770	snRNA	XR_006647250.1			
NC_059186.1	4402398	4402609	LG5	minus	small nucleolar RNA U3	LOC123472865	123472865	snoRNA	XR_006647329.1			
NC_059186.1	4403791	4403912	LG5	minus	U5 spliceosomal RNA	LOC123472978	123472978	snRNA	XR_006647440.1			
NC_059186.1	4404395	4404533	LG5	minus	U4 spliceosomal RNA	LOC123472921	123472921	snRNA	XR_006647384.1			
NC_059186.1	4405105	4405224	LG5	minus	uncharacterized gene	LOC123472999	123472999	pseudogene				
NC_059186.1	4405501	4405661	LG5	minus	U1 spliceosomal RNA	LOC123472725	123472725	snRNA	XR_006647206.1			
NC_059186.1	4406271	4406461	LG5	minus	U2 spliceosomal RNA	LOC123472763	123472763	snRNA	XR_006647243.1			
NC_059186.1	4407105	4407328	LG5	minus	small nucleolar RNA U3	LOC123472816	123472816	snoRNA	XR_006647280.1			
NC_059186.1	4408557	4408678	LG5	minus	U5 spliceosomal RNA	LOC123472969	123472969	snRNA	XR_006647429.1			
NC_059186.1	4409170	4409311	LG5	minus	U4 spliceosomal RNA	LOC123472906	123472906	snRNA	XR_006647369.1			
NC_059186.1	4409703	4409791	LG5	minus	tRNA-His	Trnah-gug	123473025	tRNA				
NC_059186.1	4409899	4410017	LG5	minus	5S ribosomal RNA	LOC123472987	123472987	rRNA	XR_006647451.1			
NC_059186.1	4410292	4410455	LG5	minus	U1 spliceosomal RNA	LOC123472704	123472704	snRNA	XR_006647185.1			
NC_059186.1	4411081	4411271	LG5	minus	U2 spliceosomal RNA	LOC123472747	123472747	snRNA	XR_006647227.1			
NC_059186.1	4411917	4412139	LG5	minus	small nucleolar RNA U3	LOC123472839	123472839	snoRNA	XR_006647303.1			
NC_059186.1	4413368	4413489	LG5	minus	U5 spliceosomal RNA	LOC123472970	123472970	snRNA	XR_006647430.1			
NC_059186.1	4413982	4414123	LG5	minus	U4 spliceosomal RNA	LOC123472902	123472902	snRNA	XR_006647365.1			
NC_059186.1	4414515	4414603	LG5	minus	tRNA-His	Trnah-gug	123473026	tRNA				
NC_059186.1	4414711	4414829	LG5	minus	5S ribosomal RNA	LOC123472988	123472988	rRNA	XR_006647453.1			
NC_059186.1	4415104	4415267	LG5	minus	U1 spliceosomal RNA	LOC123472705	123472705	snRNA	XR_006647186.1			
NC_059186.1	4415891	4416081	LG5	minus	U2 spliceosomal RNA	LOC123472748	123472748	snRNA	XR_006647228.1			
NC_059186.1	4416726	4416949	LG5	minus	small nucleolar RNA U3	LOC123472845	123472845	snoRNA	XR_006647309.1			
NC_059186.1	4418178	4418299	LG5	minus	U5 spliceosomal RNA	LOC123472971	123472971	snRNA	XR_006647431.1			
NC_059186.1	4418792	4418933	LG5	minus	U4 spliceosomal RNA	LOC123472908	123472908	snRNA	XR_006647371.1			
NC_059186.1	4419325	4419413	LG5	minus	tRNA-His	Trnah-gug	123473028	tRNA				
NC_059186.1	4419521	4419639	LG5	minus	5S ribosomal RNA	LOC123472989	123472989	rRNA	XR_006647454.1			
NC_059186.1	4419914	4420077	LG5	minus	U1 spliceosomal RNA	LOC123472706	123472706	snRNA	XR_006647187.1			
NC_059186.1	4420703	4420892	LG5	minus	U2 spliceosomal RNA	LOC123472761	123472761	snRNA	XR_006647241.1			
NC_059186.1	4421536	4421759	LG5	minus	small nucleolar RNA U3	LOC123472847	123472847	snoRNA	XR_006647311.1			
NC_059186.1	4422987	4423108	LG5	minus	U5 spliceosomal RNA	LOC123472972	123472972	snRNA	XR_006647433.1			
NC_059186.1	4423601	4423742	LG5	minus	U4 spliceosomal RNA	LOC123472903	123472903	snRNA	XR_006647366.1			
NC_059186.1	4424134	4424222	LG5	minus	tRNA-His	Trnah-gug	123473029	tRNA				
NC_059186.1	4424330	4424448	LG5	minus	5S ribosomal RNA	LOC123472990	123472990	rRNA	XR_006647455.1			
NC_059186.1	4424723	4424886	LG5	minus	U1 spliceosomal RNA	LOC123472708	123472708	snRNA	XR_006647189.1			
NC_059186.1	4425511	4425701	LG5	minus	U2 spliceosomal RNA	LOC123472750	123472750	snRNA	XR_006647230.1			
NC_059186.1	4426345	4426567	LG5	minus	small nucleolar RNA U3	LOC123472840	123472840	snoRNA	XR_006647304.1			
NC_059186.1	4427795	4427916	LG5	minus	U5 spliceosomal RNA	LOC123472973	123472973	snRNA	XR_006647434.1			
NC_059186.1	4428409	4428550	LG5	minus	U4 spliceosomal RNA	LOC123472904	123472904	snRNA	XR_006647367.1			
NC_059186.1	4428942	4429030	LG5	minus	tRNA-His	Trnah-gug	123473030	tRNA				
NC_059186.1	4429138	4429256	LG5	minus	5S ribosomal RNA	LOC123472991	123472991	rRNA	XR_006647456.1			
NC_059186.1	4429531	4429694	LG5	minus	U1 spliceosomal RNA	LOC123472709	123472709	snRNA	XR_006647190.1			
NC_059186.1	4430320	4430510	LG5	minus	U2 spliceosomal RNA	LOC123472751	123472751	snRNA	XR_006647231.1			
NC_059186.1	4431154	4431376	LG5	minus	small nucleolar RNA U3	LOC123472843	123472843	snoRNA	XR_006647307.1			
NC_059186.1	4432606	4432727	LG5	minus	U5 spliceosomal RNA	LOC123472974	123472974	snRNA	XR_006647435.1			
NC_059186.1	4433220	4433361	LG5	minus	U4 spliceosomal RNA	LOC123472901	123472901	snRNA	XR_006647364.1			
NC_059186.1	4433753	4433841	LG5	minus	tRNA-His	Trnah-gug	123473031	tRNA				
NC_059186.1	4433949	4434067	LG5	minus	5S ribosomal RNA	LOC123472992	123472992	rRNA	XR_006647457.1			
NC_059186.1	4434342	4434505	LG5	minus	U1 spliceosomal RNA	LOC123472710	123472710	snRNA	XR_006647191.1			
